Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/9/2019 9:45,5/9/2019 12:00,135,3,0,3543
Jet Airways,4,DEL,COK,DEL-COK,2,5/21/2019 9:40,5/21/2019 4:25,1125,1,0,13029
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 8:25,6/9/2019 4:40,1215,6,1,13731
IndiGo,3,CCU,BLR,CCU-BLR,0,6/27/2019 21:25,6/27/2019 0:05,160,3,0,4804
IndiGo,3,CCU,BLR,CCU-BLR,0,3/9/2019 9:35,3/9/2019 12:20,165,5,1,4148
IndiGo,3,DEL,COK,DEL-COK,1,4/1/2019 2:00,4/1/2019 7:25,325,0,0,5164
Multiple carriers,6,DEL,COK,DEL-COK,1,6/27/2019 7:00,6/27/2019 19:00,720,3,0,12192
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 9:00,3/6/2019 21:00,720,2,0,15078
IndiGo,3,CCU,BLR,CCU-BLR,1,4/6/2019 15:15,4/6/2019 20:30,315,5,1,4268
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/24/2019 11:10,6/24/2019 14:05,175,0,0,5769
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 8:55,3/1/2019 18:25,570,4,0,26890
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/15/2019 17:15,3/15/2019 19:45,150,4,0,3815
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 14:05,5/24/2019 9:20,1155,4,0,9663
IndiGo,3,BLR,DEL,BLR-DEL,0,4/3/2019 18:25,4/3/2019 21:20,175,2,0,4823
IndiGo,3,DEL,COK,DEL-COK,1,3/6/2019 7:30,3/6/2019 13:20,350,2,0,13628
GoAir,2,CCU,BLR,CCU-BLR,1,5/6/2019 23:30,5/6/2019 7:45,495,0,0,7451
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/1/2019 7:10,4/1/2019 10:10,180,0,0,7229
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 9:40,6/3/2019 12:35,1615,0,0,10368
IndiGo,3,MAA,CCU,MAA-CCU,0,6/1/2019 11:35,6/1/2019 14:00,145,5,1,3858
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 21:10,5/21/2019 10:05,775,1,0,8586
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 5:45,5/18/2019 19:50,845,5,1,14781
Air India,1,DEL,COK,DEL-COK,2,5/15/2019 17:15,5/15/2019 7:40,865,2,0,13039
Vistara,10,BLR,DEL,BLR-DEL,0,6/21/2019 21:00,6/21/2019 23:50,170,4,0,5613
GoAir,2,BLR,DEL,BLR-DEL,0,3/9/2019 11:40,3/9/2019 14:35,175,5,1,7305
Jet Airways,4,DEL,COK,DEL-COK,1,6/24/2019 18:15,6/24/2019 4:25,610,0,0,10262
Air India,1,BOM,HYD,BOM-HYD,0,3/1/2019 19:30,3/1/2019 20:45,75,4,0,15385
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 16:55,3/24/2019 16:20,1405,6,1,11134
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/12/2019 18:55,4/12/2019 22:00,185,4,0,7229
SpiceJet,8,BLR,DEL,BLR-DEL,0,3/3/2019 20:30,3/3/2019 23:20,170,6,1,6860
Jet Airways,4,DEL,COK,DEL-COK,1,3/9/2019 19:45,3/9/2019 4:25,520,5,1,15554
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 9:35,4/1/2019 21:05,690,0,0,8066
IndiGo,3,DEL,COK,DEL-COK,1,6/3/2019 15:10,6/3/2019 20:00,290,0,0,6493
Air India,1,BLR,DEL,BLR-DEL,2,3/15/2019 17:00,3/15/2019 22:55,1795,4,0,8534
Jet Airways,4,DEL,COK,DEL-COK,2,6/6/2019 5:30,6/6/2019 12:35,425,3,0,13344
Vistara,10,BOM,HYD,BOM-HYD,1,3/6/2019 14:40,3/6/2019 9:25,1125,2,0,12395
Air India,1,DEL,COK,DEL-COK,2,6/3/2019 12:55,6/3/2019 19:15,1820,0,0,12436
IndiGo,3,DEL,COK,DEL-COK,1,6/9/2019 14:20,6/9/2019 22:30,490,6,1,6938
Air India,1,CCU,BLR,CCU-BLR,0,4/3/2019 20:45,4/3/2019 23:20,155,2,0,4460
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/24/2019 17:15,3/24/2019 19:45,150,6,1,6461
GoAir,2,DEL,COK,DEL-COK,1,6/12/2019 14:25,6/12/2019 19:35,310,2,0,7870
Vistara,10,BOM,HYD,BOM-HYD,1,3/6/2019 11:55,3/6/2019 22:55,660,2,0,12395
Air India,1,DEL,COK,DEL-COK,1,6/27/2019 9:00,6/27/2019 19:15,615,3,0,8372
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 14:05,6/12/2019 18:15,1690,2,0,8529
Air Asia,0,CCU,BLR,CCU-BLR,1,6/9/2019 6:50,6/9/2019 10:30,220,6,1,6857
Vistara,10,BLR,DEL,BLR-DEL,0,5/1/2019 11:30,5/1/2019 14:20,170,2,0,4668
Air India,1,BOM,HYD,BOM-HYD,0,5/3/2019 21:05,5/3/2019 22:25,80,4,0,3100
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/27/2019 9:30,4/27/2019 12:20,170,5,1,4991
IndiGo,3,CCU,BLR,CCU-BLR,0,5/6/2019 15:15,5/6/2019 17:45,150,0,0,4804
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 8:25,3/24/2019 20:40,735,6,1,11134
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 17:00,3/21/2019 1:35,515,3,0,7363
IndiGo,3,BOM,HYD,BOM-HYD,0,4/1/2019 20:05,4/1/2019 21:40,95,0,0,2227
Jet Airways,4,DEL,COK,DEL-COK,2,5/21/2019 9:35,5/21/2019 12:35,1620,1,0,13559
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 9:45,6/9/2019 22:30,765,6,1,9646
IndiGo,3,DEL,COK,DEL-COK,1,5/27/2019 7:30,5/27/2019 21:00,810,0,0,6526
Jet Airways,4,BOM,HYD,BOM-HYD,0,6/24/2019 8:45,6/24/2019 10:15,90,0,0,8040
Jet Airways,4,DEL,COK,DEL-COK,2,5/1/2019 9:40,5/1/2019 12:35,1615,2,0,15129
IndiGo,3,DEL,COK,DEL-COK,1,4/21/2019 2:00,4/21/2019 7:25,325,6,1,5636
Jet Airways,4,BOM,HYD,BOM-HYD,0,6/15/2019 2:55,6/15/2019 4:20,85,5,1,5678
Air India,1,BLR,DEL,BLR-DEL,1,3/1/2019 13:50,3/1/2019 18:40,1730,4,0,17198
Multiple carriers,6,DEL,COK,DEL-COK,1,3/9/2019 8:00,3/9/2019 19:45,705,5,1,16287
IndiGo,3,DEL,COK,DEL-COK,1,3/9/2019 5:35,3/9/2019 10:10,275,5,1,9476
Air India,1,CCU,BLR,CCU-BLR,2,6/9/2019 9:25,6/9/2019 5:25,1200,6,1,13007
IndiGo,3,DEL,COK,DEL-COK,1,5/27/2019 7:35,5/27/2019 22:30,895,0,0,7514
IndiGo,3,CCU,BLR,CCU-BLR,0,3/6/2019 15:10,3/6/2019 17:45,155,2,0,5618
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/6/2019 8:20,5/6/2019 10:35,135,0,0,3911
IndiGo,3,BLR,DEL,BLR-DEL,0,5/18/2019 20:00,5/18/2019 22:50,170,5,1,4823
Air India,1,CCU,BLR,CCU-BLR,2,6/9/2019 9:25,6/9/2019 13:45,1700,6,1,11752
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 20:00,6/9/2019 12:00,960,6,1,14571
Air India,1,DEL,COK,DEL-COK,1,6/9/2019 20:00,6/9/2019 19:15,1395,6,1,8372
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/24/2019 5:55,4/24/2019 8:35,160,2,0,3971
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 22:50,6/12/2019 4:25,335,2,0,10262
IndiGo,3,MAA,CCU,MAA-CCU,0,5/6/2019 13:15,5/6/2019 15:35,140,0,0,3597
Air India,1,DEL,COK,DEL-COK,2,6/9/2019 12:55,6/9/2019 19:15,1820,6,1,12436
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 13:00,6/6/2019 19:00,360,3,0,14714
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 19:45,5/21/2019 12:35,1010,1,0,12898
SpiceJet,8,CCU,BLR,CCU-BLR,1,3/24/2019 11:15,3/24/2019 18:15,420,6,1,12287
IndiGo,3,DEL,COK,DEL-COK,1,5/21/2019 21:50,5/21/2019 3:35,345,1,0,7189
Air India,1,BLR,DEL,BLR-DEL,0,5/21/2019 17:00,5/21/2019 19:50,170,1,0,6961
Air India,1,CCU,BLR,CCU-BLR,2,3/24/2019 13:55,3/24/2019 23:15,2000,6,1,15292
Jet Airways,4,DEL,COK,DEL-COK,2,6/1/2019 5:30,6/1/2019 19:00,810,5,1,10368
Jet Airways,4,DEL,COK,DEL-COK,2,6/6/2019 21:25,6/6/2019 19:00,1295,3,0,13292
Air India,1,DEL,COK,DEL-COK,1,3/9/2019 6:10,3/9/2019 23:00,1010,5,1,9064
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 21:10,5/18/2019 9:20,730,5,1,14388
SpiceJet,8,BLR,DEL,BLR-DEL,0,6/12/2019 5:55,6/12/2019 8:35,160,2,0,4423
Air India,1,DEL,COK,DEL-COK,2,5/1/2019 17:15,5/1/2019 9:25,970,2,0,8839
Vistara,10,CCU,BLR,CCU-BLR,1,5/24/2019 17:00,5/24/2019 23:25,385,4,0,9870
Jet Airways,4,DEL,COK,DEL-COK,2,6/27/2019 23:05,6/27/2019 19:00,1195,3,0,12819
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 19:00,5/15/2019 1:30,390,2,0,7670
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 20:25,5/9/2019 10:55,870,3,0,8066
Air India,1,BOM,HYD,BOM-HYD,2,3/6/2019 5:05,3/6/2019 16:55,710,2,0,16697
IndiGo,3,DEL,COK,DEL-COK,1,6/12/2019 15:00,6/12/2019 1:30,630,2,0,5684
Multiple carriers,6,DEL,COK,DEL-COK,1,6/1/2019 11:25,6/1/2019 19:00,455,5,1,11200
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 21:10,3/24/2019 20:40,1410,6,1,13759
IndiGo,3,BLR,DEL,BLR-DEL,0,3/24/2019 13:00,3/24/2019 15:50,170,6,1,5694
Vistara,10,BLR,DEL,BLR-DEL,1,3/1/2019 6:40,3/1/2019 10:25,1665,4,0,12371
IndiGo,3,DEL,COK,DEL-COK,1,4/9/2019 16:00,4/9/2019 1:30,570,1,0,6573
GoAir,2,DEL,COK,DEL-COK,1,3/6/2019 6:00,3/6/2019 13:20,440,2,0,6393
IndiGo,3,CCU,BLR,CCU-BLR,0,6/6/2019 11:30,6/6/2019 14:05,155,3,0,5224
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/9/2019 17:45,5/9/2019 20:45,180,3,0,5198
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 21:10,5/21/2019 4:40,450,1,0,13941
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/15/2019 9:30,3/15/2019 12:05,155,4,0,6300
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 9:35,6/24/2019 12:35,1620,0,0,12609
Multiple carriers,6,DEL,COK,DEL-COK,1,6/3/2019 9:00,6/3/2019 21:00,720,0,0,13587
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 13:00,6/24/2019 21:00,480,0,0,13587
Jet Airways,4,DEL,COK,DEL-COK,1,6/27/2019 10:00,6/27/2019 12:35,1595,3,0,10262
Air India,1,DEL,COK,DEL-COK,1,3/6/2019 10:00,3/6/2019 19:15,555,2,0,16439
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 14:05,5/21/2019 22:35,510,1,0,14781
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 19:45,6/3/2019 12:35,1010,0,0,10262
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 14:05,5/24/2019 18:15,1690,4,0,10844
IndiGo,3,BLR,DEL,BLR-DEL,0,6/15/2019 18:25,6/15/2019 21:20,175,5,1,4823
Air India,1,BLR,DEL,BLR-DEL,0,4/9/2019 17:00,4/9/2019 19:50,170,1,0,5911
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 13:00,6/24/2019 1:30,750,0,0,13377
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 7:10,3/27/2019 22:20,910,2,0,6145
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/27/2019 22:45,6/27/2019 0:15,90,3,0,1965
IndiGo,3,DEL,COK,DEL-COK,1,3/27/2019 7:35,3/27/2019 16:10,515,2,0,6442
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/6/2019 16:30,5/6/2019 16:20,1430,0,0,13941
Air India,1,DEL,COK,DEL-COK,1,3/3/2019 6:10,3/3/2019 23:00,1010,6,1,13002
Air India,1,DEL,COK,DEL-COK,1,6/24/2019 13:30,6/24/2019 23:00,570,0,0,8907
Jet Airways,4,DEL,COK,DEL-COK,2,5/27/2019 9:35,5/27/2019 12:35,1620,0,0,14657
SpiceJet,8,CCU,BLR,CCU-BLR,0,5/6/2019 22:20,5/6/2019 0:40,140,0,0,3873
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 14:05,5/21/2019 23:35,570,1,0,14781
Air India,1,BLR,DEL,BLR-DEL,0,6/18/2019 21:05,6/18/2019 23:55,170,1,0,5228
Air Asia,0,BLR,DEL,BLR-DEL,0,3/9/2019 5:50,3/9/2019 8:40,170,5,1,7652
Jet Airways,4,BLR,DEL,BLR-DEL,0,3/24/2019 8:20,3/24/2019 11:15,175,6,1,7229
IndiGo,3,CCU,BLR,CCU-BLR,1,5/1/2019 6:20,5/1/2019 10:20,240,2,0,4226
Jet Airways,4,DEL,COK,DEL-COK,1,5/9/2019 20:55,5/9/2019 19:00,1325,3,0,12373
IndiGo,3,BLR,DEL,BLR-DEL,0,3/15/2019 8:30,3/15/2019 11:30,180,4,0,6860
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 16:30,5/24/2019 12:00,1170,4,0,10844
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 15:00,5/18/2019 12:35,1295,5,1,12373
IndiGo,3,BLR,DEL,BLR-DEL,0,3/24/2019 1:30,3/24/2019 4:15,165,6,1,4238
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/3/2019 8:00,3/3/2019 5:05,1265,6,1,13502
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/6/2019 20:25,5/6/2019 23:35,1630,0,0,10953
Air Asia,0,CCU,BLR,CCU-BLR,0,3/21/2019 22:50,3/21/2019 1:20,150,3,0,3782
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 14:05,5/12/2019 19:50,345,6,1,14781
IndiGo,3,CCU,BLR,CCU-BLR,0,6/6/2019 20:25,6/6/2019 23:10,165,3,0,4804
SpiceJet,8,BLR,DEL,BLR-DEL,0,3/3/2019 20:30,3/3/2019 23:20,170,6,1,6860
Air India,1,CCU,BLR,CCU-BLR,2,5/24/2019 9:10,5/24/2019 4:40,1170,4,0,6117
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/15/2019 15:15,6/15/2019 18:10,175,5,1,8016
Vistara,10,DEL,COK,DEL-COK,0,6/21/2019 6:00,6/21/2019 9:10,190,4,0,6216
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/12/2019 6:00,6/12/2019 8:45,165,2,0,8016
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 22:50,3/18/2019 10:25,695,0,0,11087
Jet Airways,4,BOM,HYD,BOM-HYD,0,5/18/2019 7:05,5/18/2019 8:30,85,5,1,5678
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/9/2019 11:10,5/9/2019 14:05,175,3,0,7229
IndiGo,3,BLR,DEL,BLR-DEL,0,3/3/2019 7:10,3/3/2019 10:05,175,6,1,6860
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 8:00,5/27/2019 19:00,660,0,0,10407
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 7:05,6/24/2019 21:00,835,0,0,13797
Air India,1,BLR,DEL,BLR-DEL,0,6/24/2019 6:10,6/24/2019 8:55,165,0,0,6961
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 17:00,5/9/2019 23:35,395,3,0,10624
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 12:15,6/15/2019 4:25,970,5,1,14300
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/24/2019 17:45,3/24/2019 20:05,140,6,1,5418
Jet Airways,4,DEL,COK,DEL-COK,2,5/18/2019 5:30,5/18/2019 4:25,1375,5,1,15129
SpiceJet,8,MAA,CCU,MAA-CCU,0,6/18/2019 8:20,6/18/2019 10:35,135,1,0,3543
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/21/2019 13:15,6/21/2019 14:45,90,4,0,1965
Air Asia,0,BLR,DEL,BLR-DEL,0,5/6/2019 4:55,5/6/2019 7:45,170,0,0,4282
Air India,1,CCU,BLR,CCU-BLR,2,5/6/2019 7:00,5/6/2019 10:00,1620,0,0,14508
Air Asia,0,CCU,BLR,CCU-BLR,1,5/12/2019 6:50,5/12/2019 10:30,220,6,1,5162
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 19:15,6/12/2019 19:00,1425,2,0,10262
Multiple carriers,6,DEL,COK,DEL-COK,1,3/9/2019 7:00,3/9/2019 19:45,765,5,1,15237
Multiple carriers,6,DEL,COK,DEL-COK,1,6/1/2019 11:40,6/1/2019 19:00,440,5,1,12524
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 18:55,5/18/2019 19:50,1495,5,1,10844
Air India,1,BLR,DEL,BLR-DEL,1,3/21/2019 11:50,3/21/2019 13:00,1510,3,0,5092
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 9:15,5/18/2019 19:15,600,5,1,8309
GoAir,2,DEL,COK,DEL-COK,1,4/9/2019 7:25,4/9/2019 13:20,355,1,0,4106
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 9:35,6/9/2019 10:55,1520,6,1,14151
Jet Airways,4,DEL,COK,DEL-COK,1,4/6/2019 2:15,4/6/2019 12:35,620,5,1,5177
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 14:05,5/21/2019 20:45,400,1,0,10844
IndiGo,3,BLR,DEL,BLR-DEL,0,5/18/2019 16:55,5/18/2019 19:55,180,5,1,4823
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 17:30,6/9/2019 19:00,1530,6,1,10262
Air India,1,DEL,COK,DEL-COK,2,5/21/2019 20:15,5/21/2019 19:15,1380,1,0,13381
IndiGo,3,MAA,CCU,MAA-CCU,0,5/1/2019 11:35,5/1/2019 14:00,145,2,0,4332
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 5:45,3/1/2019 18:25,760,4,0,26890
Air India,1,DEL,COK,DEL-COK,2,5/15/2019 10:55,5/15/2019 7:40,1245,2,0,12803
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 14:05,6/12/2019 16:20,1575,2,0,8529
SpiceJet,8,CCU,BLR,CCU-BLR,0,4/3/2019 9:00,4/3/2019 11:25,145,2,0,3873
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 8:25,6/6/2019 16:20,475,3,0,10844
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/3/2019 19:50,5/3/2019 22:50,180,4,0,6144
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/1/2019 11:10,5/1/2019 14:05,175,2,0,7229
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 7:05,3/21/2019 18:50,705,3,0,12767
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/6/2019 15:15,5/6/2019 18:10,175,0,0,7229
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 11:25,6/12/2019 19:15,470,2,0,7354
IndiGo,3,BOM,HYD,BOM-HYD,0,5/21/2019 9:10,5/21/2019 10:40,90,1,0,4049
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 11:30,5/27/2019 1:30,840,0,0,13377
IndiGo,3,BLR,DEL,BLR-DEL,0,3/15/2019 10:10,3/15/2019 13:00,170,4,0,6144
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 6:00,5/15/2019 19:15,795,2,0,8266
Air India,1,DEL,COK,DEL-COK,2,5/15/2019 7:05,5/15/2019 9:25,1580,2,0,10975
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 7:00,6/15/2019 19:00,720,5,1,12192
Jet Airways,4,DEL,COK,DEL-COK,2,3/27/2019 6:20,3/27/2019 19:45,2245,2,0,12273
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 14:05,3/1/2019 0:45,640,4,0,26890
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 16:00,3/6/2019 1:35,575,2,0,15136
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 7:05,6/9/2019 12:35,330,6,1,10262
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 17:30,6/3/2019 19:00,1530,0,0,10262
Jet Airways,4,BOM,HYD,BOM-HYD,0,3/24/2019 15:50,3/24/2019 17:20,90,6,1,2228
IndiGo,3,MAA,CCU,MAA-CCU,0,6/27/2019 19:35,6/27/2019 21:55,140,3,0,3597
SpiceJet,8,CCU,BLR,CCU-BLR,0,5/15/2019 6:55,5/15/2019 9:30,155,2,0,3841
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 16:30,6/12/2019 23:35,425,2,0,9899
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 2:15,6/9/2019 11:30,555,6,1,13587
Air Asia,0,CCU,BLR,CCU-BLR,0,6/9/2019 19:55,6/9/2019 22:25,150,6,1,4409
IndiGo,3,BOM,HYD,BOM-HYD,0,5/6/2019 21:20,5/6/2019 22:50,90,0,0,2227
Air India,1,BOM,HYD,BOM-HYD,0,3/3/2019 6:20,3/3/2019 7:40,80,6,1,4937
IndiGo,3,CCU,BLR,CCU-BLR,1,3/24/2019 5:35,3/24/2019 11:20,345,6,1,9319
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 9:35,5/12/2019 18:00,505,6,1,14151
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 13:00,6/9/2019 19:00,360,6,1,14714
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/3/2019 17:45,5/3/2019 20:45,180,4,0,7229
Vistara,10,MAA,CCU,MAA-CCU,0,5/3/2019 17:45,5/3/2019 20:05,140,4,0,11982
IndiGo,3,BLR,DEL,BLR-DEL,0,4/12/2019 18:25,4/12/2019 21:20,175,4,0,4990
Multiple carriers,6,DEL,COK,DEL-COK,1,5/21/2019 10:35,5/21/2019 19:00,505,1,0,9103
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/12/2019 9:30,3/12/2019 12:05,155,1,0,6300
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 5:30,6/24/2019 12:35,425,0,0,14441
Air India,1,CCU,BLR,CCU-BLR,1,6/12/2019 9:25,6/12/2019 18:30,545,2,0,8366
SpiceJet,8,DEL,COK,DEL-COK,1,5/18/2019 15:45,5/18/2019 22:05,380,5,1,7317
GoAir,2,BLR,DEL,BLR-DEL,0,3/24/2019 7:45,3/24/2019 10:40,175,6,1,3898
Jet Airways,4,DEL,COK,DEL-COK,1,6/1/2019 22:50,6/1/2019 19:00,1210,5,1,14714
SpiceJet,8,CCU,BLR,CCU-BLR,0,6/18/2019 9:00,6/18/2019 11:25,145,1,0,3841
Multiple carriers,6,DEL,COK,DEL-COK,1,5/1/2019 9:00,5/1/2019 19:15,615,2,0,15373
Air India,1,CCU,BLR,CCU-BLR,2,5/9/2019 8:20,5/9/2019 11:10,1610,3,0,11222
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 4:55,6/24/2019 19:15,860,0,0,7155
Multiple carriers,6,DEL,COK,DEL-COK,1,3/9/2019 15:15,3/9/2019 1:35,620,5,1,15200
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/21/2019 18:40,3/21/2019 7:40,780,3,0,7832
IndiGo,3,DEL,COK,DEL-COK,1,6/3/2019 16:00,6/3/2019 21:00,300,0,0,6593
Air India,1,CCU,BLR,CCU-BLR,3,5/6/2019 7:00,5/6/2019 10:30,1650,0,0,13007
Jet Airways,4,DEL,COK,DEL-COK,1,3/6/2019 9:55,3/6/2019 18:50,535,2,0,15400
Air India,1,CCU,BLR,CCU-BLR,1,6/9/2019 14:35,6/9/2019 14:35,1440,6,1,6528
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 9:40,6/24/2019 12:35,1615,0,0,10368
IndiGo,3,DEL,COK,DEL-COK,1,4/24/2019 4:55,4/24/2019 21:00,965,2,0,6162
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 14:05,3/6/2019 9:00,1135,2,0,17261
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 16:30,4/1/2019 20:45,1695,0,0,7064
Jet Airways,4,DEL,COK,DEL-COK,2,6/9/2019 11:45,6/9/2019 12:35,1490,6,1,13882
Vistara,10,DEL,COK,DEL-COK,0,6/3/2019 14:40,6/3/2019 17:50,190,0,0,6216
Jet Airways,4,DEL,COK,DEL-COK,2,5/18/2019 11:40,5/18/2019 19:00,440,5,1,19644
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/9/2019 15:15,5/9/2019 18:10,175,3,0,4544
IndiGo,3,MAA,CCU,MAA-CCU,0,3/27/2019 14:40,3/27/2019 17:05,145,2,0,3384
IndiGo,3,CCU,BLR,CCU-BLR,0,6/6/2019 15:15,6/6/2019 17:45,150,3,0,4804
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 19:45,3/24/2019 19:40,1435,6,1,10031
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 21:10,5/12/2019 8:15,665,6,1,8586
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/21/2019 7:00,3/21/2019 13:15,375,3,0,7832
Vistara,10,CCU,BLR,CCU-BLR,1,5/24/2019 17:00,5/24/2019 9:05,965,4,0,10027
IndiGo,3,BOM,HYD,BOM-HYD,0,3/18/2019 12:00,3/18/2019 13:25,85,0,0,2754
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 8:00,3/21/2019 4:25,1225,3,0,12767
GoAir,2,CCU,BLR,CCU-BLR,1,5/9/2019 16:40,5/9/2019 0:15,455,3,0,8777
GoAir,2,DEL,COK,DEL-COK,1,6/24/2019 14:25,6/24/2019 19:35,310,0,0,7870
Air India,1,CCU,BLR,CCU-BLR,2,6/12/2019 12:00,6/12/2019 11:10,1390,2,0,9416
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/6/2019 22:45,5/6/2019 0:15,90,0,0,2175
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 9:45,6/24/2019 22:30,765,0,0,9646
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 20:00,5/24/2019 4:40,520,4,0,13731
Air India,1,DEL,COK,DEL-COK,2,3/6/2019 7:05,3/6/2019 19:15,2170,2,0,11552
