Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
Vistara,10,BLR,DEL,BLR-DEL,0,2019-06-27 19:30:00,2019-06-27 22:15:00,165,3,0,5088
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-21 08:25:00,2019-03-21 19:15:00,650,3,0,8601
IndiGo,3,CCU,BLR,CCU-BLR,1,2019-05-15 09:20:00,2019-05-15 14:15:00,295,2,0,11319
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-03-09 21:20:00,2019-03-09 22:45:00,85,5,1,3838
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-12 16:30:00,2019-05-12 09:20:00,1010,6,1,14388
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-15 09:35:00,2019-06-15 12:35:00,1620,5,1,10824
Jet Airways,4,DEL,COK,DEL-COK,1,2019-04-06 13:00:00,2019-04-06 19:00:00,360,5,1,5177
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 11:30:00,2019-06-27 19:00:00,450,3,0,14714
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-12 08:25:00,2019-06-12 19:50:00,685,2,0,13626
Air India,1,DEL,COK,DEL-COK,2,2019-06-24 06:50:00,2019-06-24 07:40:00,1490,0,0,13381
Air India,1,DEL,COK,DEL-COK,2,2019-03-09 18:30:00,2019-03-09 19:15:00,1485,5,1,18211
Multiple carriers,6,DEL,COK,DEL-COK,2,2019-03-21 13:15:00,2019-03-21 21:20:00,485,3,0,6653
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-12 14:05:00,2019-05-12 23:35:00,570,6,1,14781
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-06 09:25:00,2019-05-06 01:20:00,955,0,0,11458
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 06:30:00,2019-06-09 19:50:00,800,6,1,10844
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-24 02:35:00,2019-05-24 04:05:00,90,4,0,3342
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-24 18:15:00,2019-06-24 12:35:00,1100,0,0,10262
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-24 22:05:00,2019-06-24 00:25:00,140,0,0,5277
Air India,1,BLR,DEL,BLR-DEL,0,2019-03-24 06:10:00,2019-03-24 08:55:00,165,6,1,4441
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-05-03 08:20:00,2019-05-03 10:35:00,135,4,0,3543
Air India,1,BLR,DEL,BLR-DEL,1,2019-03-06 06:45:00,2019-03-06 12:15:00,330,2,0,13912
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-27 06:40:00,2019-05-27 19:00:00,740,0,0,9315
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-01 22:50:00,2019-06-01 04:25:00,335,5,1,10262
Air India,1,DEL,COK,DEL-COK,2,2019-06-27 17:15:00,2019-06-27 19:15:00,1560,3,0,12199
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-05-27 22:05:00,2019-05-27 00:25:00,140,0,0,5277
Air India,1,CCU,BLR,CCU-BLR,2,2019-06-12 09:10:00,2019-06-12 04:40:00,1170,2,0,6117
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-24 10:10:00,2019-03-24 13:00:00,170,6,1,5734
Air Asia,0,DEL,COK,DEL-COK,1,2019-03-06 20:10:00,2019-03-06 07:10:00,660,2,0,8627
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 11:40:00,2019-06-15 01:30:00,830,5,1,6795
IndiGo,3,DEL,COK,DEL-COK,0,2019-05-21 14:25:00,2019-05-21 17:40:00,195,1,0,5601
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-21 17:45:00,2019-04-21 20:45:00,180,6,1,7229
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-09 15:00:00,2019-05-09 01:30:00,630,3,0,8330
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-03 08:30:00,2019-05-03 11:20:00,170,4,0,4823
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 19:45:00,2019-03-24 22:35:00,1610,6,1,13759
Air India,1,DEL,COK,DEL-COK,2,2019-06-12 05:00:00,2019-06-12 07:40:00,1600,2,0,10231
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 19:15:00,2019-05-27 19:00:00,1425,0,0,12898
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-06 05:45:00,2019-03-06 10:25:00,280,2,0,19225
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-05-27 07:05:00,2019-05-27 08:30:00,85,0,0,4995
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-12 06:50:00,2019-06-12 12:10:00,320,2,0,5298
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-21 10:20:00,2019-03-21 18:50:00,1950,3,0,9254
Jet Airways,4,DEL,COK,DEL-COK,1,2019-04-06 14:00:00,2019-04-06 19:00:00,300,5,1,5177
Vistara,10,CCU,BLR,CCU-BLR,1,2019-05-21 20:20:00,2019-05-21 23:25:00,1625,1,0,9345
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 08:25:00,2019-05-06 16:20:00,475,0,0,10844
Air India,1,DEL,COK,DEL-COK,2,2019-03-03 05:55:00,2019-03-03 07:40:00,1545,6,1,15428
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-21 16:00:00,2019-05-21 21:00:00,300,1,0,7255
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 09:00:00,2019-05-21 12:35:00,1655,1,0,12898
IndiGo,3,BLR,DEL,BLR-DEL,1,2019-03-01 13:40:00,2019-03-01 18:35:00,295,4,0,8707
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 18:15:00,2019-06-03 12:35:00,1100,0,0,10262
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 20:25:00,2019-05-06 10:55:00,870,0,0,13067
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 19:45:00,2019-06-06 19:00:00,1395,3,0,10262
Air India,1,CCU,BLR,CCU-BLR,0,2019-04-09 20:45:00,2019-04-09 23:20:00,155,1,0,4460
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 14:05:00,2019-05-24 23:35:00,570,4,0,14571
Air India,1,DEL,COK,DEL-COK,2,2019-06-09 19:45:00,2019-06-09 19:15:00,1410,6,1,10178
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-03-01 17:45:00,2019-03-01 20:05:00,140,4,0,7718
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 02:15:00,2019-05-21 12:35:00,620,1,0,16376
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-06 19:35:00,2019-06-06 21:05:00,90,3,0,5678
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 10:35:00,2019-05-09 19:00:00,505,3,0,9103
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 13:00:00,2019-06-06 04:25:00,925,3,0,14714
SpiceJet,8,DEL,COK,DEL-COK,1,2019-06-24 15:45:00,2019-06-24 22:05:00,380,0,0,5583
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-24 18:55:00,2019-04-24 21:50:00,175,2,0,4823
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-15 18:55:00,2019-04-15 22:00:00,185,0,0,4544
Air Asia,0,DEL,COK,DEL-COK,1,2019-05-18 07:55:00,2019-05-18 13:25:00,330,5,1,8759
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-24 07:55:00,2019-06-24 13:25:00,330,0,0,6152
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-18 11:40:00,2019-03-18 10:25:00,1365,0,0,11087
Air India,1,CCU,BLR,CCU-BLR,2,2019-06-06 08:20:00,2019-06-06 20:25:00,725,3,0,11432
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-03-27 17:15:00,2019-03-27 19:45:00,150,2,0,3815
Vistara,10,CCU,BLR,CCU-BLR,1,2019-04-01 17:00:00,2019-04-01 09:05:00,965,0,0,8662
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-06 11:40:00,2019-03-06 11:25:00,1425,2,0,17261
IndiGo,3,CCU,BLR,CCU-BLR,1,2019-04-09 19:35:00,2019-04-09 00:10:00,275,1,0,4860
Air India,1,DEL,COK,DEL-COK,2,2019-03-03 17:15:00,2019-03-03 19:15:00,1560,6,1,13442
Vistara,10,BOM,HYD,BOM-HYD,1,2019-03-06 15:40:00,2019-03-06 22:55:00,435,2,0,12395
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-15 14:35:00,2019-05-15 14:35:00,1440,2,0,6528
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-01 04:55:00,2019-06-01 21:00:00,965,5,1,6314
IndiGo,3,DEL,COK,DEL-COK,1,2019-04-09 11:25:00,2019-04-09 01:30:00,845,1,0,6270
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 19:45:00,2019-06-06 19:00:00,1395,3,0,14714
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 09:15:00,2019-06-15 19:15:00,600,5,1,9359
Air India,1,DEL,COK,DEL-COK,0,2019-04-09 14:05:00,2019-04-09 17:55:00,230,1,0,6724
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-24 22:50:00,2019-06-24 19:00:00,1210,0,0,10262
Vistara,10,BLR,DEL,BLR-DEL,0,2019-05-21 07:00:00,2019-05-21 09:40:00,160,1,0,4668
IndiGo,3,DEL,COK,DEL-COK,2,2019-03-06 11:55:00,2019-03-06 21:20:00,565,2,0,6610
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-05-15 08:20:00,2019-05-15 10:35:00,135,2,0,3597
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-09 10:10:00,2019-03-09 12:55:00,165,5,1,4462
Air India,1,DEL,COK,DEL-COK,1,2019-03-06 06:05:00,2019-03-06 09:25:00,1640,2,0,12677
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-01 00:20:00,2019-03-01 15:30:00,910,4,0,23170
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-06-06 04:40:00,2019-06-06 07:15:00,155,3,0,4804
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-27 12:50:00,2019-05-27 01:30:00,760,0,0,6795
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-18 12:00:00,2019-05-18 13:15:00,1515,5,1,7662
Air India,1,DEL,COK,DEL-COK,2,2019-06-06 13:20:00,2019-06-06 07:40:00,1100,3,0,12751
Jet Airways,4,BOM,HYD,BOM-HYD,1,2019-03-06 20:45:00,2019-03-06 16:50:00,1205,2,0,19595
Vistara,10,BLR,DEL,BLR-DEL,0,2019-03-09 07:00:00,2019-03-09 09:40:00,160,5,1,7975
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-18 14:05:00,2019-05-18 19:50:00,345,5,1,14781
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 08:25:00,2019-05-09 20:45:00,740,3,0,14781
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 13:55:00,2019-03-24 16:20:00,1585,6,1,10031
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 14:05:00,2019-06-09 19:50:00,345,6,1,10844
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-09 19:50:00,2019-05-09 22:50:00,180,3,0,3502
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-01 09:35:00,2019-06-01 04:25:00,1130,5,1,13292
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 20:25:00,2019-06-06 23:35:00,1630,3,0,14151
SpiceJet,8,BOM,HYD,BOM-HYD,0,2019-03-01 05:45:00,2019-03-01 07:05:00,80,4,0,12475
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 20:55:00,2019-06-03 12:35:00,940,0,0,14714
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-24 19:00:00,2019-05-24 01:30:00,390,4,0,8283
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-12 20:35:00,2019-03-12 09:30:00,775,1,0,11087
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 14:05:00,2019-05-21 19:50:00,345,1,0,10844
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-24 18:35:00,2019-06-24 01:30:00,415,0,0,5883
Air India,1,BLR,DEL,BLR-DEL,2,2019-03-15 05:50:00,2019-03-15 16:20:00,630,4,0,7664
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 08:00:00,2019-05-27 04:25:00,1225,0,0,12898
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-12 22:50:00,2019-06-12 19:00:00,1210,2,0,10262
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 09:35:00,2019-05-15 19:10:00,575,2,0,13067
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-18 15:10:00,2019-03-18 17:45:00,155,0,0,4462
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-27 02:55:00,2019-06-27 04:20:00,85,3,0,5678
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 06:30:00,2019-05-21 12:00:00,330,1,0,14388
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 19:45:00,2019-06-03 12:35:00,1010,0,0,14714
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-27 09:35:00,2019-05-27 12:20:00,165,0,0,4804
Air India,1,DEL,COK,DEL-COK,2,2019-05-09 05:00:00,2019-05-09 07:40:00,1600,3,0,11281
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 21:10:00,2019-03-24 08:10:00,660,6,1,11134
Air India,1,BOM,HYD,BOM-HYD,2,2019-03-12 19:40:00,2019-03-12 09:10:00,810,1,0,11647
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 17:00:00,2019-06-09 21:05:00,1685,6,1,10539
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-01 08:00:00,2019-06-01 19:00:00,660,5,1,12192
Air India,1,BLR,DEL,BLR-DEL,0,2019-04-24 13:20:00,2019-04-24 16:10:00,170,2,0,6121
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-03-24 19:45:00,2019-03-24 04:45:00,540,6,1,13759
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-27 10:20:00,2019-03-27 01:35:00,915,2,0,6427
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-09 22:10:00,2019-04-09 01:00:00,170,1,0,3943
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-12 22:10:00,2019-05-12 01:00:00,170,6,1,4284
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-09 05:05:00,2019-03-09 10:05:00,300,5,1,8147
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-12 19:50:00,2019-05-12 22:50:00,180,6,1,3502
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-03-15 02:30:00,2019-03-15 04:00:00,90,4,0,3342
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-21 06:00:00,2019-03-21 08:45:00,165,3,0,5734
SpiceJet,8,CCU,BLR,CCU-BLR,1,2019-06-06 15:55:00,2019-06-06 21:25:00,330,3,0,8224
SpiceJet,8,DEL,COK,DEL-COK,1,2019-03-06 06:10:00,2019-03-06 11:20:00,310,2,0,9748
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-21 19:10:00,2019-03-21 04:25:00,1995,3,0,8834
GoAir,2,CCU,BLR,CCU-BLR,1,2019-05-06 16:40:00,2019-05-06 00:15:00,455,0,0,7102
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-15 13:00:00,2019-05-15 01:30:00,750,2,0,13727
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-18 11:40:00,2019-03-18 09:30:00,1310,0,0,11087
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-15 09:40:00,2019-06-15 04:25:00,1125,5,1,10368
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-01 06:00:00,2019-06-01 08:45:00,165,5,1,7229
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 18:15:00,2019-06-15 19:00:00,1485,5,1,10262
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-15 20:00:00,2019-04-15 22:50:00,170,0,0,4823
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-24 04:40:00,2019-05-24 07:15:00,155,4,0,4804
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-06 23:30:00,2019-06-06 04:35:00,305,3,0,10112
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-27 06:00:00,2019-05-27 08:45:00,165,0,0,7229
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 17:00:00,2019-05-24 22:05:00,1745,4,0,13067
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 14:00:00,2019-06-03 04:25:00,865,0,0,14714
Air India,1,DEL,COK,DEL-COK,1,2019-06-03 09:45:00,2019-06-03 23:00:00,795,0,0,8907
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-09 11:10:00,2019-04-09 14:05:00,175,1,0,7229
Multiple carriers,6,DEL,COK,DEL-COK,2,2019-03-03 17:50:00,2019-03-03 01:35:00,465,6,1,24528
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-03 04:55:00,2019-06-03 21:00:00,965,0,0,6838
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-12 07:05:00,2019-06-12 21:00:00,835,2,0,10406
Vistara,10,BOM,HYD,BOM-HYD,1,2019-03-06 21:55:00,2019-03-06 09:25:00,690,2,0,12395
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-06 20:30:00,2019-05-06 20:25:00,1435,0,0,10203
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-12 06:25:00,2019-05-12 07:55:00,90,6,1,4049
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 20:25:00,2019-06-09 18:00:00,1295,6,1,13401
Air India,1,DEL,COK,DEL-COK,2,2019-05-09 12:00:00,2019-05-09 07:40:00,1180,3,0,9968
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-05-06 10:20:00,2019-05-06 11:50:00,90,0,0,8040
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-27 15:15:00,2019-03-27 01:35:00,620,2,0,6427
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-05-06 22:05:00,2019-05-06 00:25:00,140,0,0,5277
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-04-01 02:55:00,2019-04-01 04:20:00,85,0,0,2228
Vistara,10,BLR,DEL,BLR-DEL,0,2019-05-24 21:00:00,2019-05-24 23:50:00,170,4,0,5613
IndiGo,3,CCU,BLR,CCU-BLR,1,2019-05-12 17:35:00,2019-05-12 22:15:00,280,6,1,6669
Vistara,10,MAA,CCU,MAA-CCU,0,2019-05-15 17:45:00,2019-05-15 20:05:00,140,2,0,11982
Jet Airways,4,CCU,BLR,CCU-BLR,2,2019-05-21 06:30:00,2019-05-21 07:25:00,1495,1,0,10118
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-15 21:25:00,2019-03-15 00:05:00,160,4,0,4148
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-09 02:15:00,2019-06-09 12:35:00,620,6,1,18371
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-12 11:30:00,2019-06-12 21:00:00,570,2,0,13587
Air India,1,DEL,COK,DEL-COK,2,2019-06-06 17:15:00,2019-06-06 19:15:00,1560,3,0,12760
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-06 09:40:00,2019-06-06 04:25:00,1125,3,0,10368
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-06-01 02:35:00,2019-06-01 04:05:00,90,5,1,3175
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-05-09 09:45:00,2019-05-09 12:00:00,135,3,0,3597
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-27 11:30:00,2019-05-27 01:30:00,840,0,0,6733
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-01 03:50:00,2019-06-01 12:35:00,525,5,1,12192
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-27 19:10:00,2019-05-27 19:00:00,1430,0,0,15129
Vistara,10,BLR,DEL,BLR-DEL,0,2019-05-12 11:30:00,2019-05-12 14:20:00,170,6,1,4668
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 17:30:00,2019-06-27 12:35:00,1145,3,0,10262
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-18 09:40:00,2019-05-18 04:25:00,1125,5,1,15129
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-03 07:10:00,2019-06-03 22:30:00,920,0,0,7878
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-03-18 10:20:00,2019-03-18 11:50:00,90,0,0,8040
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-09 02:15:00,2019-05-09 12:35:00,620,3,0,12373
Air India,1,DEL,COK,DEL-COK,2,2019-05-18 17:15:00,2019-05-18 19:15:00,1560,5,1,12392
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-05-18 22:05:00,2019-05-18 00:25:00,140,5,1,5277
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-21 13:00:00,2019-05-21 21:00:00,480,1,0,7888
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-03 08:45:00,2019-06-03 19:15:00,630,0,0,9001
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-03-21 06:20:00,2019-03-21 07:45:00,85,3,0,4049
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-03-24 05:15:00,2019-03-24 07:35:00,140,6,1,4326
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-09 23:30:00,2019-03-09 02:20:00,170,5,1,4777
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-21 11:30:00,2019-03-21 21:00:00,570,3,0,6838
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-06 07:15:00,2019-06-06 12:30:00,315,3,0,6582
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-01 21:50:00,2019-06-01 12:35:00,885,5,1,10262
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-03-01 23:25:00,2019-03-01 02:10:00,165,4,0,10873
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 02:15:00,2019-06-27 12:35:00,620,3,0,10262
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-27 05:30:00,2019-03-27 08:20:00,170,2,0,4148
IndiGo,3,DEL,COK,DEL-COK,2,2019-03-27 11:55:00,2019-03-27 21:20:00,565,2,0,6494
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 10:00:00,2019-05-21 12:35:00,1595,1,0,12898
Air India,1,DEL,COK,DEL-COK,2,2019-06-09 05:00:00,2019-06-09 19:15:00,2295,6,1,9968
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 15:00:00,2019-05-21 04:25:00,805,1,0,12898
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-24 14:55:00,2019-05-24 22:30:00,455,4,0,7740
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-09 09:50:00,2019-05-09 21:05:00,675,3,0,7452
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-03-21 07:10:00,2019-03-21 08:35:00,85,3,0,4160
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-27 08:30:00,2019-05-27 11:20:00,170,0,0,4823
Air India,1,DEL,COK,DEL-COK,2,2019-05-18 10:55:00,2019-05-18 19:15:00,500,5,1,13486
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-27 18:55:00,2019-04-27 22:00:00,185,5,1,4544
Air India,1,DEL,COK,DEL-COK,2,2019-05-21 09:45:00,2019-05-21 09:25:00,1420,1,0,10975
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-05-03 14:45:00,2019-05-03 17:05:00,140,4,0,3858
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-06 05:30:00,2019-05-06 04:25:00,1375,0,0,15129
Air India,1,DEL,COK,DEL-COK,2,2019-06-15 09:45:00,2019-06-15 09:25:00,1420,5,1,10975
Air Asia,0,DEL,COK,DEL-COK,1,2019-05-09 16:45:00,2019-05-09 22:25:00,340,3,0,6752
Air Asia,0,CCU,BLR,CCU-BLR,0,2019-06-18 09:45:00,2019-06-18 12:15:00,150,1,0,3807
Air India,1,DEL,COK,DEL-COK,1,2019-03-06 12:30:00,2019-03-06 09:25:00,1255,2,0,13832
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-06 18:55:00,2019-04-06 22:00:00,185,5,1,4544
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 18:55:00,2019-06-06 08:15:00,800,3,0,14571
Vistara,10,MAA,CCU,MAA-CCU,0,2019-06-24 17:45:00,2019-06-24 20:05:00,140,0,0,11982
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-05-01 07:05:00,2019-05-01 08:30:00,85,2,0,8040
Vistara,10,BLR,DEL,BLR-DEL,0,2019-03-18 16:00:00,2019-03-18 18:35:00,155,0,0,11913
Air Asia,0,CCU,BLR,CCU-BLR,1,2019-05-24 06:50:00,2019-05-24 10:30:00,220,4,0,5162
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-15 09:40:00,2019-06-15 12:35:00,1615,5,1,13014
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-18 21:10:00,2019-05-18 04:40:00,450,5,1,8586
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-21 08:00:00,2019-05-21 19:00:00,660,1,0,10197
Vistara,10,CCU,BLR,CCU-BLR,1,2019-05-01 17:00:00,2019-05-01 20:20:00,1640,2,0,8610
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-06-01 23:55:00,2019-06-01 02:45:00,170,5,1,7120
Air India,1,DEL,COK,DEL-COK,3,2019-05-09 05:15:00,2019-05-09 19:15:00,2280,3,0,10703
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-01 09:00:00,2019-06-01 04:25:00,1165,5,1,10262
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-27 05:30:00,2019-06-27 19:00:00,810,3,0,11507
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-06 21:15:00,2019-06-06 00:15:00,180,3,0,3943
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-15 09:35:00,2019-06-15 12:35:00,1620,5,1,13292
IndiGo,3,BLR,DEL,BLR-DEL,1,2019-03-21 13:40:00,2019-03-21 18:35:00,295,3,0,7166
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 13:00:00,2019-06-15 19:00:00,360,5,1,10262
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-12 20:45:00,2019-06-12 07:10:00,625,2,0,6152
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 09:35:00,2019-05-15 22:05:00,750,2,0,10703
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-21 07:10:00,2019-05-21 10:10:00,180,1,0,4030
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-06 17:30:00,2019-03-06 01:35:00,485,2,0,17057
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-18 07:55:00,2019-06-18 10:15:00,140,1,0,3850
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 20:00:00,2019-05-06 09:20:00,800,0,0,14388
