airline,airlineid,source,destination,route,total_stops,departuredatetime,arrivaldatetime,durationminutes,dayofweek,isweekend,price,Total_Stops,DepartureHour,DepartureDay,DepartureMonth,DepartureWeekday,IsWeekend,DaysUntilDeparture,price_min,price_max,price_avg,Label
4,4,0,4,BLR-DEL,0,2019-05-06 17:45:00,2019-05-06 20:45:00,0.037701974865350096,0,0,7229,0,0.7391304347826086,6,5,0,0,66,3257,79512,8017.424021838035,0
0,0,4,3,DEL-COK,1,2019-06-24 16:45:00,2019-06-24 06:35:00,0.27109515260323164,0,0,6752,1,0.6956521739130435,24,6,0,0,115,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-03-24 21:10:00,2019-03-24 18:10:00,0.4254937163375225,6,1,13759,1,0.9130434782608695,24,3,6,1,23,3480,31945,9158.164693593315,0
1,1,1,5,BOM-HYD,1,2019-03-06 12:00:00,2019-03-06 12:25:00,0.4991023339317774,2,0,14408,1,0.5217391304347826,6,3,2,0,5,1759,25139,5059.187679083095,0
1,1,4,3,DEL-COK,2,2019-06-09 20:15:00,2019-06-09 19:15:00,0.4685816876122083,6,1,13381,2,0.8695652173913043,9,6,6,1,100,3876,52285,10539.014103129131,0
10,10,2,0,CCU-BLR,1,2019-04-01 17:00:00,2019-04-01 20:20:00,0.5619389587073609,0,0,9135,1,0.7391304347826086,1,4,0,0,31,3480,31945,9158.164693593315,0
3,3,2,0,CCU-BLR,1,2019-05-15 18:05:00,2019-05-15 23:30:00,0.08976660682226212,2,0,6218,1,0.7826086956521738,15,5,2,0,75,3480,31945,9158.164693593315,1
8,8,2,0,CCU-BLR,0,2019-04-27 09:00:00,2019-04-27 11:25:00,0.02513464991023339,5,1,4174,0,0.3913043478260869,27,4,5,1,57,3480,31945,9158.164693593315,1
1,1,2,0,CCU-BLR,1,2019-06-06 19:00:00,2019-06-06 11:05:00,0.31956912028725315,3,0,6117,1,0.8260869565217391,6,6,3,0,97,3480,31945,9158.164693593315,1
4,4,2,0,CCU-BLR,1,2019-05-15 09:35:00,2019-05-15 21:05:00,0.22082585278276484,2,0,10703,1,0.3913043478260869,15,5,2,0,75,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-06-12 09:35:00,2019-06-12 09:45:00,0.4937163375224417,2,0,12692,1,0.3913043478260869,12,6,2,0,103,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-06-06 17:00:00,2019-06-06 10:55:00,0.35906642728904853,3,0,10539,1,0.7391304347826086,6,6,3,0,97,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-03-24 13:55:00,2019-03-24 19:40:00,0.0969479353680431,6,1,11134,1,0.5652173913043478,24,3,6,1,23,3480,31945,9158.164693593315,0
3,3,0,4,BLR-DEL,0,2019-03-24 21:20:00,2019-03-24 00:15:00,0.035906642728904856,6,1,4777,0,0.9130434782608695,24,3,6,1,23,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-05-18 11:30:00,2019-05-18 12:35:00,0.5134649910233393,5,1,12373,1,0.4782608695652174,18,5,5,1,78,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,2,2019-03-03 13:05:00,2019-03-03 21:20:00,0.15080789946140039,6,1,11966,2,0.5652173913043478,3,3,6,1,2,3876,52285,10539.014103129131,0
3,3,6,2,MAA-CCU,0,2019-05-15 22:05:00,2019-05-15 00:25:00,0.02333931777378815,2,0,5277,0,0.9565217391304348,15,5,2,0,75,3145,19630,4788.0837696335075,0
1,1,0,4,BLR-DEL,2,2019-03-01 08:50:00,2019-03-01 23:55:00,0.8150807899461401,4,0,17135,2,0.34782608695652173,1,3,4,0,0,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,1,2019-06-06 14:00:00,2019-06-06 19:00:00,0.08078994614003591,3,0,14714,1,0.6086956521739131,6,6,3,0,97,3876,52285,10539.014103129131,0
3,3,0,4,BLR-DEL,0,2019-03-09 22:20:00,2019-03-09 01:10:00,0.03411131059245961,5,1,6144,0,0.9565217391304348,9,3,5,1,8,3257,79512,8017.424021838035,1
1,1,0,4,BLR-DEL,0,2019-04-01 13:20:00,2019-04-01 16:10:00,0.03411131059245961,0,0,5911,0,0.5652173913043478,1,4,0,0,31,3257,79512,8017.424021838035,1
10,10,1,5,BOM-HYD,1,2019-03-12 19:45:00,2019-03-12 19:55:00,0.4937163375224417,1,0,12080,1,0.8260869565217391,12,3,1,0,11,1759,25139,5059.187679083095,0
3,3,0,4,BLR-DEL,0,2019-04-06 10:30:00,2019-04-06 13:20:00,0.03411131059245961,5,1,4423,0,0.43478260869565216,6,4,5,1,36,3257,79512,8017.424021838035,1
6,6,4,3,DEL-COK,1,2019-05-27 09:00:00,2019-05-27 21:00:00,0.23159784560143631,0,0,7618,1,0.3913043478260869,27,5,0,0,87,3876,52285,10539.014103129131,1
0,0,0,4,BLR-DEL,0,2019-05-27 11:10:00,2019-05-27 13:55:00,0.03231597845601437,0,0,3383,0,0.4782608695652174,27,5,0,0,87,3257,79512,8017.424021838035,1
1,1,4,3,DEL-COK,2,2019-03-06 19:45:00,2019-03-06 19:15:00,0.4793536804308798,2,0,12646,2,0.8260869565217391,6,3,2,0,5,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-05-18 06:00:00,2019-05-18 21:00:00,0.29622980251346503,5,1,7670,1,0.2608695652173913,18,5,5,1,78,3876,52285,10539.014103129131,1
3,3,2,0,CCU-BLR,0,2019-05-15 04:40:00,2019-05-15 07:15:00,0.02872531418312388,2,0,4804,0,0.17391304347826086,15,5,2,0,75,3480,31945,9158.164693593315,1
4,4,0,4,BLR-DEL,1,2019-03-12 20:35:00,2019-03-12 18:25:00,0.4434470377019749,1,0,11087,1,0.8695652173913043,12,3,1,0,11,3257,79512,8017.424021838035,0
4,4,0,4,BLR-DEL,0,2019-04-18 11:10:00,2019-04-18 14:05:00,0.035906642728904856,3,0,7229,0,0.4782608695652174,18,4,3,0,48,3257,79512,8017.424021838035,0
8,8,6,2,MAA-CCU,0,2019-03-03 08:20:00,2019-03-03 10:35:00,0.02154398563734291,6,1,7050,0,0.34782608695652173,3,3,6,1,2,3145,19630,4788.0837696335075,0
4,4,2,0,CCU-BLR,1,2019-04-01 20:00:00,2019-04-01 18:15:00,0.4524236983842011,0,0,12681,1,0.8695652173913043,1,4,0,0,31,3480,31945,9158.164693593315,0
8,8,4,3,DEL-COK,1,2019-04-03 08:45:00,2019-04-03 13:15:00,0.07001795332136446,2,0,4098,1,0.34782608695652173,3,4,2,0,33,3876,52285,10539.014103129131,1
8,8,6,2,MAA-CCU,0,2019-05-12 09:45:00,2019-05-12 12:00:00,0.02154398563734291,6,1,3543,0,0.3913043478260869,12,5,6,1,72,3145,19630,4788.0837696335075,1
4,4,2,0,CCU-BLR,1,2019-05-21 20:25:00,2019-05-21 18:00:00,0.4380610412926392,1,0,14151,1,0.8695652173913043,21,5,1,0,81,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-03-24 06:30:00,2019-03-24 22:35:00,0.31956912028725315,6,1,13339,1,0.2608695652173913,24,3,6,1,23,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-05-24 21:10:00,2019-05-24 12:00:00,0.2926391382405745,4,0,9663,1,0.9130434782608695,24,5,4,0,84,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,1,2019-05-27 11:30:00,2019-05-27 04:25:00,0.3375224416517056,0,0,12898,1,0.4782608695652174,27,5,0,0,87,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-06-03 12:00:00,2019-06-03 19:15:00,0.12926391382405744,0,0,8603,2,0.5217391304347826,3,6,0,0,94,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-06-12 16:30:00,2019-06-12 12:00:00,0.3931777378815081,2,0,13044,1,0.6956521739130435,12,6,2,0,103,3480,31945,9158.164693593315,0
8,8,2,0,CCU-BLR,0,2019-03-06 17:15:00,2019-03-06 19:45:00,0.026929982046678638,2,0,4622,0,0.7391304347826086,6,3,2,0,5,3480,31945,9158.164693593315,1
6,6,4,3,DEL-COK,1,2019-03-21 14:00:00,2019-03-21 21:00:00,0.12387791741472172,3,0,13062,1,0.6086956521739131,21,3,3,0,20,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-06-12 09:15:00,2019-06-12 19:00:00,0.18312387791741475,2,0,11622,1,0.3913043478260869,12,6,2,0,103,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-12 20:35:00,2019-03-12 20:20:00,0.48473967684021546,1,0,11087,1,0.8695652173913043,12,3,1,0,11,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-06-15 10:20:00,2019-06-15 19:00:00,0.15978456014362658,5,1,11789,1,0.43478260869565216,15,6,5,1,106,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-09 18:55:00,2019-05-09 09:20:00,0.28366247755834834,3,0,9663,1,0.7826086956521738,9,5,3,0,69,3480,31945,9158.164693593315,0
4,4,0,4,BLR-DEL,1,2019-03-06 08:55:00,2019-03-06 16:10:00,0.12926391382405744,2,0,19225,1,0.34782608695652173,6,3,2,0,5,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-06-27 11:40:00,2019-06-27 01:30:00,0.27109515260323164,3,0,5797,1,0.4782608695652174,27,6,3,0,118,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-06-01 12:50:00,2019-06-01 19:15:00,0.11131059245960502,5,1,9526,1,0.5217391304347826,1,6,5,1,92,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,0,2019-04-09 19:50:00,2019-04-09 22:50:00,0.037701974865350096,1,0,7229,0,0.8260869565217391,9,4,1,0,39,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-04-09 08:30:00,2019-04-09 19:00:00,0.1992818671454219,1,0,10877,1,0.34782608695652173,9,4,1,0,39,3876,52285,10539.014103129131,0
1,1,0,4,BLR-DEL,2,2019-03-06 08:15:00,2019-03-06 22:55:00,0.28904847396768407,2,0,13942,2,0.34782608695652173,6,3,2,0,5,3257,79512,8017.424021838035,0
0,0,0,4,BLR-DEL,0,2019-05-09 11:10:00,2019-05-09 13:55:00,0.03231597845601437,3,0,3383,0,0.4782608695652174,9,5,3,0,69,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-06-15 14:00:00,2019-06-15 04:25:00,0.28366247755834834,5,1,10262,1,0.6086956521739131,15,6,5,1,106,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,2,2019-05-24 05:50:00,2019-05-24 20:25:00,0.2872531418312388,4,0,11201,2,0.21739130434782608,24,5,4,0,84,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,1,2019-06-01 19:15:00,2019-06-01 04:25:00,0.17055655296229805,5,1,10262,1,0.8260869565217391,1,6,5,1,92,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-06-03 22:00:00,2019-06-03 19:15:00,0.4308797127468582,0,0,10231,2,0.9565217391304348,3,6,0,0,94,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-15 14:05:00,2019-03-15 08:15:00,0.36445242369838426,4,0,9134,1,0.6086956521739131,15,3,4,0,14,3257,79512,8017.424021838035,0
0,0,2,0,CCU-BLR,0,2019-05-18 10:20:00,2019-05-18 12:55:00,0.02872531418312388,5,1,5645,0,0.43478260869565216,18,5,5,1,78,3480,31945,9158.164693593315,1
4,4,4,3,DEL-COK,1,2019-06-01 15:00:00,2019-06-01 04:25:00,0.2621184919210054,5,1,14714,1,0.6521739130434783,1,6,5,1,92,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-03-06 16:40:00,2019-03-06 19:15:00,0.5457809694793537,2,0,12646,2,0.6956521739130435,6,3,2,0,5,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-06-03 10:55:00,2019-06-03 19:15:00,0.1526032315978456,0,0,12173,2,0.43478260869565216,3,6,0,0,94,3876,52285,10539.014103129131,0
3,3,1,5,BOM-HYD,0,2019-06-12 21:20:00,2019-06-12 22:50:00,0.005385996409335729,2,0,2227,0,0.9130434782608695,12,6,2,0,103,1759,25139,5059.187679083095,1
6,6,4,3,DEL-COK,1,2019-05-06 07:30:00,2019-05-06 19:00:00,0.22082585278276484,0,0,10529,1,0.30434782608695654,6,5,0,0,66,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,0,2019-05-18 11:00:00,2019-05-18 14:15:00,0.04308797127468582,5,1,7202,0,0.4782608695652174,18,5,5,1,78,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-05-27 09:00:00,2019-05-27 21:00:00,0.23159784560143631,0,0,7886,1,0.3913043478260869,27,5,0,0,87,3876,52285,10539.014103129131,1
8,8,1,5,BOM-HYD,0,2019-06-18 22:45:00,2019-06-18 00:15:00,0.005385996409335729,1,0,2017,0,0.9565217391304348,18,6,1,0,109,1759,25139,5059.187679083095,1
3,3,4,3,DEL-COK,1,2019-04-27 05:05:00,2019-04-27 16:10:00,0.2118491921005386,5,1,6171,1,0.21739130434782608,27,4,5,1,57,3876,52285,10539.014103129131,1
4,4,1,5,BOM-HYD,0,2019-06-03 02:55:00,2019-06-03 04:20:00,0.003590664272890485,0,0,4050,0,0.08695652173913043,3,6,0,0,94,1759,25139,5059.187679083095,1
8,8,2,0,CCU-BLR,1,2019-05-09 11:35:00,2019-05-09 18:50:00,0.12926391382405744,3,0,8479,1,0.4782608695652174,9,5,3,0,69,3480,31945,9158.164693593315,0
0,0,0,4,BLR-DEL,0,2019-05-18 04:55:00,2019-05-18 07:45:00,0.03411131059245961,5,1,4282,0,0.17391304347826086,18,5,5,1,78,3257,79512,8017.424021838035,1
10,10,2,0,CCU-BLR,1,2019-05-24 20:20:00,2019-05-24 20:20:00,0.49012567324955125,4,0,9345,1,0.8695652173913043,24,5,4,0,84,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,1,2019-06-24 05:15:00,2019-06-24 06:50:00,0.5242369838420108,0,0,6587,1,0.21739130434782608,24,6,0,0,115,3876,52285,10539.014103129131,1
3,3,1,5,BOM-HYD,0,2019-05-03 20:05:00,2019-05-03 21:40:00,0.00718132854578097,4,0,2754,0,0.8695652173913043,3,5,4,0,63,1759,25139,5059.187679083095,1
8,8,0,4,BLR-DEL,0,2019-06-21 21:10:00,2019-06-21 00:05:00,0.035906642728904856,4,0,3919,0,0.9130434782608695,21,6,4,0,112,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,2,2019-06-12 09:40:00,2019-06-12 04:25:00,0.37701974865350096,2,0,10368,2,0.3913043478260869,12,6,2,0,103,3876,52285,10539.014103129131,0
1,1,0,4,BLR-DEL,1,2019-03-03 09:30:00,2019-03-03 16:20:00,0.12028725314183124,6,1,11654,1,0.3913043478260869,3,3,6,1,2,3257,79512,8017.424021838035,0
2,2,0,4,BLR-DEL,0,2019-04-01 20:55:00,2019-04-01 23:40:00,0.03231597845601437,0,0,4239,0,0.8695652173913043,1,4,0,0,31,3257,79512,8017.424021838035,1
3,3,4,3,DEL-COK,1,2019-05-27 06:50:00,2019-05-27 16:10:00,0.1741472172351885,0,0,6674,1,0.2608695652173913,27,5,0,0,87,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-06-24 13:00:00,2019-06-24 01:30:00,0.24236983842010773,0,0,7198,1,0.5652173913043478,24,6,0,0,115,3876,52285,10539.014103129131,1
3,3,2,0,CCU-BLR,1,2019-06-12 21:00:00,2019-06-12 02:15:00,0.08617594254937164,2,0,5930,1,0.9130434782608695,12,6,2,0,103,3480,31945,9158.164693593315,1
4,4,0,4,BLR-DEL,0,2019-05-09 07:10:00,2019-05-09 10:10:00,0.037701974865350096,3,0,7229,0,0.30434782608695654,9,5,3,0,69,3257,79512,8017.424021838035,0
1,1,2,0,CCU-BLR,2,2019-04-01 10:00:00,2019-04-01 01:20:00,0.303411131059246,0,0,10408,2,0.43478260869565216,1,4,0,0,31,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,2,2019-06-12 07:10:00,2019-06-12 07:40:00,0.5008976660682226,2,0,12488,2,0.30434782608695654,12,6,2,0,103,3876,52285,10539.014103129131,0
3,3,6,2,MAA-CCU,0,2019-06-09 05:15:00,2019-06-09 07:40:00,0.02513464991023339,6,1,3540,0,0.21739130434782608,9,6,6,1,100,3145,19630,4788.0837696335075,1
4,4,2,0,CCU-BLR,1,2019-06-12 20:00:00,2019-06-12 09:20:00,0.26032315978456017,2,0,8529,1,0.8695652173913043,12,6,2,0,103,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,2,2019-06-24 14:35:00,2019-06-24 04:25:00,0.27109515260323164,0,0,13376,2,0.6086956521739131,24,6,0,0,115,3876,52285,10539.014103129131,0
2,2,2,0,CCU-BLR,1,2019-05-24 16:40:00,2019-05-24 00:15:00,0.1364452423698384,4,0,8855,1,0.6956521739130435,24,5,4,0,84,3480,31945,9158.164693593315,0
4,4,2,0,CCU-BLR,1,2019-05-15 06:30:00,2019-05-15 19:50:00,0.26032315978456017,2,0,14781,1,0.2608695652173913,15,5,2,0,75,3480,31945,9158.164693593315,0
3,3,4,3,DEL-COK,1,2019-06-27 17:10:00,2019-06-27 01:30:00,0.1526032315978456,3,0,5684,1,0.7391304347826086,27,6,3,0,118,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-05-09 19:30:00,2019-05-09 04:25:00,0.1651705565529623,3,0,13029,2,0.8260869565217391,9,5,3,0,69,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-05-01 19:10:00,2019-05-01 19:00:00,0.4865350089766607,2,0,15129,2,0.8260869565217391,1,5,2,0,61,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,1,2019-06-09 09:25:00,2019-06-09 18:30:00,0.16876122082585282,6,1,8576,1,0.3913043478260869,9,6,6,1,100,3480,31945,9158.164693593315,0
4,4,0,4,BLR-DEL,1,2019-03-09 08:55:00,2019-03-09 11:25:00,0.5439856373429085,5,1,11087,1,0.34782608695652173,9,3,5,1,8,3257,79512,8017.424021838035,0
4,4,1,5,BOM-HYD,0,2019-06-09 10:20:00,2019-06-09 11:50:00,0.005385996409335729,6,1,5678,0,0.43478260869565216,9,6,6,1,100,1759,25139,5059.187679083095,0
4,4,4,3,DEL-COK,1,2019-03-21 18:15:00,2019-03-21 04:25:00,0.19210053859964094,3,0,12557,1,0.7826086956521738,21,3,3,0,20,3876,52285,10539.014103129131,0
3,3,6,2,MAA-CCU,0,2019-03-27 11:35:00,2019-03-27 14:00:00,0.02513464991023339,2,0,3858,0,0.4782608695652174,27,3,2,0,26,3145,19630,4788.0837696335075,1
4,4,4,3,DEL-COK,1,2019-05-09 14:00:00,2019-05-09 12:35:00,0.45960502692998206,3,0,12373,1,0.6086956521739131,9,5,3,0,69,3876,52285,10539.014103129131,0
3,3,1,5,BOM-HYD,0,2019-03-18 09:10:00,2019-03-18 10:40:00,0.005385996409335729,0,0,4049,0,0.3913043478260869,18,3,0,0,17,1759,25139,5059.187679083095,1
4,4,0,4,BLR-DEL,1,2019-03-15 16:55:00,2019-03-15 00:45:00,0.14183123877917414,4,0,21934,1,0.6956521739130435,15,3,4,0,14,3257,79512,8017.424021838035,0
1,1,2,0,CCU-BLR,0,2019-06-27 14:15:00,2019-06-27 16:45:00,0.026929982046678638,3,0,5510,0,0.6086956521739131,27,6,3,0,118,3480,31945,9158.164693593315,1
10,10,4,3,DEL-COK,0,2019-06-15 14:40:00,2019-06-15 17:50:00,0.04129263913824058,5,1,6216,0,0.6086956521739131,15,6,5,1,106,3876,52285,10539.014103129131,1
1,1,1,5,BOM-HYD,0,2019-04-01 19:30:00,2019-04-01 20:45:00,0.0,0,0,2050,0,0.8260869565217391,1,4,0,0,31,1759,25139,5059.187679083095,1
3,3,1,5,BOM-HYD,0,2019-04-03 02:35:00,2019-04-03 04:05:00,0.005385996409335729,2,0,2754,0,0.08695652173913043,3,4,2,0,33,1759,25139,5059.187679083095,1
3,3,6,2,MAA-CCU,0,2019-06-27 07:55:00,2019-06-27 10:15:00,0.02333931777378815,3,0,3850,0,0.30434782608695654,27,6,3,0,118,3145,19630,4788.0837696335075,1
3,3,6,2,MAA-CCU,0,2019-05-06 05:15:00,2019-05-06 07:40:00,0.02513464991023339,0,0,3540,0,0.21739130434782608,6,5,0,0,66,3145,19630,4788.0837696335075,1
4,4,2,0,CCU-BLR,1,2019-05-01 06:30:00,2019-05-01 08:15:00,0.5278276481149013,2,0,9663,1,0.2608695652173913,1,5,2,0,61,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,2,2019-03-06 07:05:00,2019-03-06 09:25:00,0.540394973070018,2,0,9190,2,0.30434782608695654,6,3,2,0,5,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-05-27 15:00:00,2019-05-27 19:00:00,0.5763016157989228,0,0,12898,1,0.6521739130434783,27,5,0,0,87,3876,52285,10539.014103129131,0
2,2,0,4,BLR-DEL,0,2019-04-15 07:45:00,2019-04-15 10:40:00,0.035906642728904856,0,0,4632,0,0.30434782608695654,15,4,0,0,45,3257,79512,8017.424021838035,1
8,8,1,5,BOM-HYD,0,2019-03-24 13:10:00,2019-03-24 14:30:00,0.0017953321364452407,6,1,2753,0,0.5652173913043478,24,3,6,1,23,1759,25139,5059.187679083095,1
1,1,0,4,BLR-DEL,2,2019-03-12 08:50:00,2019-03-12 10:15:00,0.5206463195691203,1,0,12778,2,0.34782608695652173,12,3,1,0,11,3257,79512,8017.424021838035,0
1,1,2,0,CCU-BLR,2,2019-06-12 05:50:00,2019-06-12 08:55:00,0.5565529622980252,2,0,12723,2,0.21739130434782608,12,6,2,0,103,3480,31945,9158.164693593315,0
3,3,2,0,CCU-BLR,0,2019-06-24 11:30:00,2019-06-24 14:05:00,0.02872531418312388,0,0,4804,0,0.4782608695652174,24,6,0,0,115,3480,31945,9158.164693593315,1
3,3,0,4,BLR-DEL,0,2019-04-18 20:00:00,2019-04-18 22:50:00,0.03411131059245961,3,0,4823,0,0.8695652173913043,18,4,3,0,48,3257,79512,8017.424021838035,1
0,0,4,3,DEL-COK,1,2019-06-27 07:55:00,2019-06-27 13:25:00,0.09156193895870737,3,0,6152,1,0.30434782608695654,27,6,3,0,118,3876,52285,10539.014103129131,1
10,10,4,3,DEL-COK,0,2019-06-27 06:00:00,2019-06-27 09:10:00,0.04129263913824058,3,0,6216,0,0.2608695652173913,27,6,3,0,118,3876,52285,10539.014103129131,1
3,3,4,3,DEL-COK,1,2019-06-24 02:00:00,2019-06-24 07:45:00,0.0969479353680431,0,0,6016,1,0.08695652173913043,24,6,0,0,115,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-06-27 09:15:00,2019-06-27 19:00:00,0.18312387791741475,3,0,11622,1,0.3913043478260869,27,6,3,0,118,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,2,2019-05-06 12:00:00,2019-05-06 21:50:00,0.18491921005385997,0,0,10151,2,0.5217391304347826,6,5,0,0,66,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,2,2019-03-27 06:20:00,2019-03-27 04:25:00,0.44883303411131065,2,0,12273,2,0.2608695652173913,27,3,2,0,26,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-06-12 20:00:00,2019-06-12 04:25:00,0.15439856373429084,2,0,12410,2,0.8695652173913043,12,6,2,0,103,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-12 05:45:00,2019-03-12 08:15:00,0.5439856373429085,1,0,12547,1,0.21739130434782608,12,3,1,0,11,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,1,2019-06-15 22:50:00,2019-06-15 12:35:00,0.2692998204667864,5,1,10262,1,0.9565217391304348,15,6,5,1,106,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-05-09 11:30:00,2019-05-09 19:15:00,0.1400359066427289,3,0,14323,1,0.4782608695652174,9,5,3,0,69,3876,52285,10539.014103129131,0
4,4,1,5,BOM-HYD,0,2019-06-21 19:35:00,2019-06-21 21:05:00,0.005385996409335729,4,0,3210,0,0.8260869565217391,21,6,4,0,112,1759,25139,5059.187679083095,1
6,6,4,3,DEL-COK,1,2019-03-03 10:00:00,2019-03-03 21:00:00,0.21005385996409337,6,1,16863,1,0.43478260869565216,3,3,6,1,2,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-06-01 11:25:00,2019-06-01 19:15:00,0.14183123877917414,5,1,8937,1,0.4782608695652174,1,6,5,1,92,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-03-27 19:10:00,2019-03-27 04:25:00,0.6894075403949731,2,0,10929,2,0.8260869565217391,27,3,2,0,26,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-06-09 10:35:00,2019-06-09 01:30:00,0.2944344703770198,6,1,6104,1,0.43478260869565216,9,6,6,1,100,3876,52285,10539.014103129131,1
8,8,4,3,DEL-COK,1,2019-03-21 15:55:00,2019-03-21 21:55:00,0.10233393177737883,3,0,5511,1,0.6521739130434783,21,3,3,0,20,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-03-24 21:10:00,2019-03-24 16:20:00,0.38599640933572715,6,1,13759,1,0.9130434782608695,24,3,6,1,23,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,2,2019-05-21 05:55:00,2019-05-21 07:40:00,0.5278276481149013,1,0,11543,2,0.21739130434782608,21,5,1,0,81,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-18 09:35:00,2019-05-18 19:10:00,0.17953321364452424,5,1,13067,1,0.3913043478260869,18,5,5,1,78,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,1,2019-06-15 07:05:00,2019-06-15 04:25:00,0.43267504488330344,5,1,10262,1,0.30434782608695654,15,6,5,1,106,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-06-06 16:55:00,2019-06-06 19:15:00,0.540394973070018,3,0,13591,2,0.6956521739130435,6,6,3,0,97,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-03-27 19:10:00,2019-03-27 19:45:00,0.502692998204668,2,0,10929,2,0.8260869565217391,27,3,2,0,26,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,0,2019-04-27 19:50:00,2019-04-27 22:50:00,0.037701974865350096,5,1,7229,0,0.8260869565217391,27,4,5,1,57,3257,79512,8017.424021838035,0
0,0,4,3,DEL-COK,1,2019-05-15 07:55:00,2019-05-15 13:25:00,0.09156193895870737,2,0,6451,1,0.30434782608695654,15,5,2,0,75,3876,52285,10539.014103129131,1
3,3,6,2,MAA-CCU,0,2019-03-03 11:35:00,2019-03-03 14:00:00,0.02513464991023339,6,1,7295,0,0.4782608695652174,3,3,6,1,2,3145,19630,4788.0837696335075,0
3,3,0,4,BLR-DEL,0,2019-06-03 01:30:00,2019-06-03 04:15:00,0.03231597845601437,0,0,3943,0,0.043478260869565216,3,6,0,0,94,3257,79512,8017.424021838035,1
8,8,0,4,BLR-DEL,0,2019-05-15 21:10:00,2019-05-15 00:05:00,0.035906642728904856,2,0,3573,0,0.9130434782608695,15,5,2,0,75,3257,79512,8017.424021838035,1
1,1,4,3,DEL-COK,2,2019-06-24 22:00:00,2019-06-24 19:15:00,0.4308797127468582,0,0,9181,2,0.9565217391304348,24,6,0,0,115,3876,52285,10539.014103129131,1
